country_name,Year,GDP,Life_Expectancy,Population,Annual_CO2_emissions,Mortality_Rate,Tourism,Terrorism,﻿Nuclear_percent,Renewables_percent,Homicide_Rate,Urban_population,Rural_population,Depression_percent
Australia,2019,1.45E+12,82.9,25203200,414516833,0.352,9466000,4,0,8.567,207.0351934,21845994,3519751,4.827846517
Austria,1995,2.90E+11,76.66829268,7990113,64011231,0.6939,17173000,6,0,30.057,49.32060147,4895821,3052457,3.885638807
Austria,1996,2.97E+11,76.87073171,8017852,67355343,0.6499,17090000,0,0,27.57,46.20638303,4880469,3078548,3.858987474
Austria,1997,3.03E+11,77.3195122,8032873,67252097,0.6128,16647000,0,0,28.553,40.75907361,4864091,3103950,3.819350484
Austria,1998,3.14E+11,77.67073171,8041054,66886986,0.5837,17352000,0,0,29.015,46.09792663,4847335,3129454,3.773219994
Austria,1999,3.26E+11,77.87560976,8051116,65639881,0.5622,17467000,0,0,30.802,39.13391335,4834637,3157687,3.727338413
Austria,2000,3.36E+11,78.12682927,8069276,66138790,0.5473,17982000,0,0,31.496,37.40765161,4824004,3187562,3.68862119
Austria,2001,3.41E+11,78.57560976,8097755,70138688,0.5368,18180000,0,0,29.389,39.31475509,4820068,3222225,3.655102515
Austria,2002,3.46E+11,78.67804878,8134403,71942960,0.5279,18611000,0,0,28.903,41.12543196,4821291,3260666,3.617573075
Austria,2003,3.50E+11,78.63170732,8175855,77450503,0.5185,19078000,0,0,23.867,30.65205887,4822095,3299328,3.582591072
Austria,2004,3.59E+11,79.1804878,8216809,77667970,0.5075,19374000,0,0,26.262,36.28475015,4829142,3342824,3.548441439
Austria,2005,3.67E+11,79.33170732,8253656,79067961,0.4943,19952000,0,0,26.547,40.74572258,4839033,3388796,3.518855857
Austria,2006,3.80E+11,79.8804878,8285344,76796491,0.4793,20269000,0,0,27.137,42.40463407,4839801,3428840,3.487676005
Austria,2007,3.94E+11,80.1804878,8313731,74096973,0.4638,20773000,0,0,29.405,38.76467527,4832038,3463449,3.452370381
Austria,2008,4.00E+11,80.43170732,8341525,73472267,0.4488,21935000,0,0,29.831,36.00594679,4823638,3497858,3.420008873
Austria,2009,3.85E+11,80.33170732,8372657,67290760,0.4349,21355000,1,0,32.67,39.2415456,4812679,3530644,3.394997571
Austria,2010,3.92E+11,80.5804878,8409945,72000290,0.4225,22004000,0,0,29.984,36.07575082,4800510,3562894,3.382759954
Austria,2011,4.03E+11,80.98292683,8453501,69888739,0.4122,23012000,0,0,29.073,37.14716786,4792887,3598756,3.383632256
Austria,2012,4.06E+11,80.93658537,8502230,67263274,0.404,24151000,0,0,34.142,34.69807358,4817487,3612504,3.391324656
Austria,2013,4.06E+11,81.13658537,8556191,67758606,0.3974,24813000,0,0,33.477,33.00294559,4861991,3617832,3.401519118
Austria,2014,4.09E+11,81.4902439,8615205,64160937,0.3919,25291000,0,0,34.771,35.75324264,4916377,3629979,3.408834118
Austria,2015,4.13E+11,81.1902439,8678667,66351619,0.3864,26728000,0,0,33.107,38.72536148,4988134,3654565,3.412321754
Austria,2016,4.21E+11,81.64146341,8747306,67215457,0.3793,28121000,0,0,33.768,36.99479472,5058968,3677700,3.413288051
Austria,2017,4.31E+11,81.64390244,8819902,69598854,0.3698,29460000,2,0,32.71,34.57660162,5110858,3686708,3.414603102
Austria,2018,4.42E+11,81.69268293,8891383,66565408,0.3574,30816000,0,0,32.566,34.26060221,5153759,3686762,3.418323255
Austria,2019,4.49E+11,81.79268293,8955108,67962416,0.3424,31884000,2,0,33.702,34.17555853,5196085,3683835,3.424648505
Azerbaijan,1995,9492131086,65.256,7775418,33309350,8.9762,93000,0,0,2.697,1333.002944,4012031,3672969,2.815304056
Azerbaijan,1996,9615528739,65.573,7855558,31242309,8.5807,210000,2,0,3.25,983.1412626,4028686,3734314,2.811883188
Azerbaijan,1997,10173229407,65.899,7925668,29802216,8.2002,306000,1,0,3.781,781.0026278,4043596,3794654,2.811556452
Azerbaijan,1998,11190552466,66.207,7989903,31665754,7.8459,483000,0,0,4.294,625.3765848,4057628,3855372,2.811886105
Azerbaijan,1999,12018653302,66.491,8054126,28569828,7.5212,602000,0,0,3.327,499.1800309,4085971,3896779,2.813537141
Azerbaijan,2000,13352723759,66.763,8122743,29506320,7.2205,681000,0,0,3.246,400.5957856,4135854,3912746,2.815417703
Azerbaijan,2001,14674643429,67.054,8197295,28791317,6.9305,767000,1,0,2.837,342.1455671,4184325,3926875,2.820696381
Azerbaijan,2002,16059770746,67.391,8277065,29640751,6.6353,834000,0,0,4.433,303.7452996,4232008,3939942,2.828799451
Azerbaijan,2003,17699200325,67.791,8361433,30623566,6.3245,1038000,0,0,4.979,282.108143,4280744,3953356,2.83916744
Azerbaijan,2004,19337049159,68.249,8448938,32077061,5.9972,1279000,0,0,4.866,271.2143547,4335079,3971421,2.848683927
Azerbaijan,2005,24743985521,68.747,8538610,34286420,5.6586,1177000,0,0,4.872,263.8150303,4396406,3995444,2.853442979
Azerbaijan,2006,33272299375,69.259,8630153,39108582,5.3183,1194000,0,0,4.117,247.8897889,4461940,4022610,2.851246761
Azerbaijan,2007,41744496802,69.752,8724237,30459078,4.9892,1333000,0,0,4.246,227.3807891,4530068,4051232,2.844118465
Azerbaijan,2008,46165839005,70.201,8821869,35449751,4.6809,1899000,5,0,3.945,235.3581171,4643726,4119674,2.837569338
Azerbaijan,2009,50491150983,70.597,8924383,31856400,4.3967,1830000,1,0,4.594,241.7869883,4759039,4188204,2.830861925
Azerbaijan,2010,52909294792,70.938,9032465,30632888,4.1346,1963000,0,0,6.906,253.5917407,4835557,4218775,2.829774043
Azerbaijan,2011,52077032844,71.234,9146277,32975696,3.8885,2239000,0,0,4.79,255.4302096,4920166,4252916,2.838475549
Azerbaijan,2012,53224258122,71.506,9264684,35048364,3.6509,2484000,0,0,3.145,262.5258468,5008847,4286937,2.852920714
Azerbaijan,2013,56334372810,71.768,9385467,35214656,3.418,2509000,0,0,2.601,266.5583365,5098727,4318074,2.868520442
Azerbaijan,2014,57910375018,72.022,9505616,36974615,3.1915,2298000,0,0,2.265,269.4449756,5189181,4345898,2.882899691
Azerbaijan,2015,58518171256,72.266,9622741,36988776,2.978,2006000,0,0,2.571,267.0097304,5279540,4369801,2.890138227
Azerbaijan,2016,56725409467,72.493,9736041,37054721,2.7867,2249000,1,0,3.125,263.6962122,5368846,4388966,2.890085752
Azerbaijan,2017,56812548004,72.693,9845316,36729864,2.625,2697000,5,0,2.845,265.3038167,5453517,4400516,2.890633898
Azerbaijan,2018,57664964444,72.864,9949537,36847258,2.4968,2850000,0,0,2.865,271.8910318,5534464,4405307,2.905635224
Azerbaijan,2019,59095142977,73.005,10047719,38725131,2.4014,3170000,5,0,2.48,273.5832633,5616706,4407577,2.935925815
Bangladesh,1995,52933646453,62.002,115169933,21041714,11.1089,156000,35,0,0.965,2905.808655,24983814,90186119,4.754423258
Bangladesh,1996,55327792521,62.798,117649927,21492816,10.5516,166000,89,0,1.832,2925.197346,25958280,91691647,4.742165486
Bangladesh,1997,57811953140,63.553,120160571,23125868,10.011,182000,14,0,1.696,2866.749882,26961629,93198942,4.729712522
Bangladesh,1998,60804893490,64.25,122682818,23197800,9.4887,172000,0,0,1.916,2747.338826,27993765,94689053,4.71676957
Bangladesh,1999,63644577096,64.881,125189655,25074988,8.9865,173000,30,0,1.824,2636.745687,29046504,96143151,4.70365258
Bangladesh,2000,67013472134,65.447,127657862,26524611,8.5059,199000,11,0,1.53,2630.877536,30114490,97543372,4.693196554
Bangladesh,2001,70415938962,65.956,130088709,31034909,8.0474,207000,57,0,1.763,2513.027457,31346175,98742534,4.686423296
Bangladesh,2002,73115069176,66.43,132478076,31981243,7.6099,207000,21,0,1.281,2370.890151,32796273,99681804,4.683723083
Bangladesh,2003,76580407159,66.886,134791598,33459295,7.192,245000,3,0,1.202,2305.943539,34276155,100515443,4.682359235
Bangladesh,2004,80592862795,67.331,136986429,35945411,6.7934,271000,43,0,1.156,2341.109121,35772636,101213793,4.683122979
Bangladesh,2005,85860367933,67.773,139035505,37676581,6.4126,208000,44,0,1.067,2407.881534,37274029,101761476,4.68174379
Bangladesh,2006,91588890099,68.213,140921154,41689168,6.0481,200000,19,0,0.984,2526.672163,38777274,102143880,4.678360308
Bangladesh,2007,98053782906,68.648,142660381,42642128,5.6991,289000,1,0,0.959,2523.157351,40283012,102377369,4.676763443
Bangladesh,2008,1.04E+11,69.072,144304164,45300872,5.3657,467000,9,0,1.149,2518.018205,41802030,102502134,4.674454937
Bangladesh,2009,1.09E+11,69.485,145924795,49148072,5.0484,267000,18,0,0.481,2589.957228,43352797,102571998,4.676718962
Bangladesh,2010,1.15E+11,69.881,147575433,53991553,4.7499,139000,15,0,0.813,2603.956028,44954428,102621005,4.681537644
Bangladesh,2011,1.23E+11,70.256,149273134,56556344,4.4733,157000,9,0,0.894,2648.266519,46610536,102662598,4.689414278
Bangladesh,2012,1.31E+11,70.606,151005733,60691320,4.2207,160000,8,0,0.775,2560.324757,48311264,102694469,4.699470308
Bangladesh,2013,1.39E+11,70.93,152761413,61781665,3.9926,104000,16,0,0.74,2686.146238,50047694,102713719,4.70650678
Bangladesh,2014,1.47E+11,71.231,154517385,65978638,3.7881,134000,38,0,0.605,2781.997726,51817405,102699980,4.716083911
Bangladesh,2015,1.57E+11,71.514,156256287,73277248,3.6051,126000,86,0,0.762,2804.600825,53608407,102647880,4.723338801
Bangladesh,2016,1.68E+11,71.785,157977151,76477097,3.4407,182000,76,0,0.748,2795.165223,55423124,102554027,4.731259622
Bangladesh,2017,1.80E+11,72.052,159685421,80943513,3.2909,237000,25,0,0.851,2793.29798,57259998,102425423,4.734129516
Bangladesh,2018,1.94E+11,72.32,161376713,82599936,3.1518,267000,0,0,0.71,2782.687269,59115518,102261195,4.743562482
Bangladesh,2019,2.10E+11,72.591,163046173,94215024,3.0205,323000,25,0,0.637,2780.012273,60987421,102058752,4.754884046
Belarus,2000,28028482646,68.91219512,9871635,54706238,1.5395,2030000,0,0,0.029,923.6982939,6983033,2996577,4.3681107
Belarus,2001,29352914216,68.50731707,9811399,54770371,1.4237,1852000,0,0,0.033,905.3918711,6995457,2933092,4.375426439
Belarus,2002,30833847252,68.05609756,9745932,54583388,1.3056,1907000,0,0,0.031,983.5106122,6998521,2867027,4.384780925
Belarus,2003,33005534487,68.55365854,9679235,56105032,1.1932,1729000,0,0,0.03,877.4194673,6996348,2800401,4.388547856
Belarus,2004,36784583396,68.95609756,9616628,59800556,1.0902,1816000,0,0,0.032,843.8567269,6994710,2735436,4.392127298
Belarus,2005,40242334796,68.85121951,9562083,61126616,0.9975,4738000,0,0,0.035,825.6902666,6992229,2671686,4.388814711
Belarus,2006,44266566188,69.40487805,9516884,63934085,0.913,5276000,0,0,0.033,753.6878124,6993921,2611003,4.369375332
Belarus,2007,48073493773,70.20731707,9480514,63302926,0.8322,5283000,0,0,0.045,637.9043236,7005597,2555356,4.333414547
Belarus,2008,52976989869,70.45609756,9452855,65439253,0.7526,5262000,0,0,0.064,734.5157508,7024602,2503383,4.289356586
Belarus,2009,53082941364,70.40731707,9433159,61044579,0.6749,4872000,0,0,0.098,682.8719686,7051358,2455407,4.251518712
Belarus,2010,57222490769,70.40487805,9420576,62774838,0.6016,5674000,0,0,0.112,556.6515872,7086808,2403775,4.228989839
Belarus,2011,60300321143,70.55365854,9415316,61628921,0.5365,5877000,13,0,0.121,651.5233992,7122689,2350483,4.219103814
Belarus,2012,61317669289,71.96585366,9417045,62674221,0.4824,6130000,0,0,0.137,488.6977369,7164339,2300156,4.212736564
Belarus,2013,61932974221,72.47073171,9423502,63237300,0.4407,6242000,0,0,0.204,427.9218679,7212995,2253002,4.206232592
Belarus,2014,63002175708,72.97073171,9431742,62608774,0.4111,5375000,0,0,0.181,395.9140446,7266287,2208224,4.201422794
Belarus,2015,60589462936,73.62439024,9439424,58037502,0.3921,4386000,0,0,0.238,401.3241805,7324181,2165435,4.199273812
Belarus,2016,59058702609,73.82682927,9445638,59851417,0.3808,10935000,0,0,0.315,379.0185572,7378986,2122548,4.202715618
Belarus,2017,60554177332,74.12926829,9450233,60115689,0.3735,11060000,0,0,0.638,381.9941314,7421374,2076890,4.201750502
Belarus,2018,62461148027,74.17560976,9452615,60961760,0.3668,11502000,0,0,0.555,398.8194483,7453556,2029943,4.176978715
Belarus,2019,63335604100,74.22682927,9452409,61022455,0.359,11832000,0,0,0.56,406.877591,7444245,1973604,4.128252543
Belgium,1995,3.52E+11,76.84073171,10186304,125941718,0.7721,5560000,0,16.954,0.274,137.938703,9810102,326709,3.597530162
Belgium,1996,3.57E+11,77.18731707,10208265,129480003,0.7205,5829000,0,16.711,0.216,143.3087231,9836805,319832,3.596104389
Belgium,1997,3.71E+11,77.37073171,10223785,123983481,0.6727,6037000,4,18.114,0.225,135.2981771,9868070,313175,3.591952584
Belgium,1998,3.78E+11,77.47317073,10237298,130209029,0.6309,6179000,0,17.292,0.284,151.3801963,9896510,306498,3.589775387
Belgium,1999,3.91E+11,77.6195122,10255161,124700661,0.5963,6369000,0,18.512,0.321,161.6204945,9926274,300145,3.594506307
Belgium,2000,4.06E+11,77.72195122,10282046,126720241,0.5689,6457000,0,17.785,0.386,134.3608248,9956937,294313,3.608230277
Belgium,2001,4.10E+11,77.97317073,10319026,126065433,0.5483,6452000,0,17.145,0.398,140.6482534,9997106,289464,3.630188507
Belgium,2002,4.17E+11,78.07560976,10364879,126864528,0.5321,6720000,0,17.477,0.42,133.8181974,10047703,285082,3.651918746
Belgium,2003,4.22E+11,78.12926829,10419029,128250339,0.5185,6690000,0,16.74,0.421,108.3403334,10095562,280571,3.675215099
Belgium,2004,4.37E+11,78.87804878,10480118,128780768,0.5065,6710000,0,16.554,0.524,117.4522789,10144977,276160,3.700259547
Belgium,2005,4.47E+11,78.9804878,10546885,125640801,0.4955,6747000,0,16.74,0.741,113.2859829,10206487,272130,3.727436887
Belgium,2006,4.58E+11,79.3804878,10619484,123883988,0.4852,6995000,0,16.269,1.03,106.0398497,10279407,268551,3.774367738
Belgium,2007,4.75E+11,79.78292683,10697576,120479545,0.4758,7045000,0,16.614,1.201,107.6012848,10360589,265111,3.844749794
Belgium,2008,4.77E+11,79.6804878,10778764,120181246,0.4671,7165000,0,15.337,1.487,92.01441334,10448114,261859,3.920219063
Belgium,2009,4.68E+11,80.03414634,10859934,107711767,0.4586,6815000,0,16.907,2.157,93.57612071,10537701,258792,3.98024968
Belgium,2010,4.81E+11,80.18292683,10938735,114543697,0.4496,7186000,0,16.024,2.705,88.25853515,10639649,255937,4.006651088
Belgium,2011,4.89E+11,80.58536585,11013860,105025678,0.4396,7494000,0,17.19,3.553,99.50491759,10784163,254101,3.997459629
Belgium,2012,4.93E+11,80.38536585,11085355,102385920,0.4283,7560000,1,14.852,4.438,91.64866769,10856360,250572,3.975222302
Belgium,2013,4.95E+11,80.58780488,11154008,102652455,0.4158,7684000,0,15.232,4.732,84.51384574,10912673,246734,3.947076389
Belgium,2014,5.03E+11,81.28780488,11221225,96867692,0.4022,7887000,4,12.841,5.397,89.9210837,10966157,242900,3.920979422
Belgium,2015,5.13E+11,80.99268293,11287931,101055514,0.3876,8355000,0,9.747,5.865,84.21750795,11034732,239464,3.904033533
Belgium,2016,5.20E+11,81.43902439,11354407,99872138,0.3726,7481000,36,14.997,5.642,87.69736666,11095615,235807,3.896853244
Belgium,2017,5.28E+11,81.49268293,11419752,99448135,0.3578,8385000,2,14.301,6.121,85.3786893,11143219,231939,3.892036829
Belgium,2018,5.37E+11,81.59512195,11482180,100227169,0.3437,9119000,0,9.884,6.689,85.27570717,11198627,228427,3.892602668
Belgium,2019,5.47E+11,81.74634146,11539326,99745782,0.3305,9343000,2,14.379,6.937,85.61689791,11263911,225069,3.896873008
Brazil,1995,1.38E+12,68.318,162019889,268678000,4.5452,1991000,13,0.375,42.923,43678.69398,125743636,36276253,4.15066697
Brazil,1996,1.41E+12,68.695,164614682,289311000,4.3615,2666000,22,0.342,42.655,44371.20106,128896588,35718094,4.205116099
Brazil,1997,1.46E+12,69.061,167209046,306949000,4.1967,2850000,28,0.423,42.06,45788.48504,132175407,35033639,4.320270156
Brazil,1998,1.47E+12,69.419,169785253,317359000,4.0459,4818000,0,0.42,42.135,47855.09057,135456373,34328880,4.458509872
Brazil,1999,1.47E+12,69.769,172318674,327256000,3.9038,5107000,1,0.503,41.706,47741.98411,138709640,33609034,4.578747006
Brazil,2000,1.54E+12,70.116,174790339,340183000,3.763,5313000,0,0.752,41.859,49957.14097,141915772,32874567,4.641383727
Brazil,2001,1.56E+12,70.462,177196051,346166000,3.6156,4773000,1,1.799,37.819,51818.82398,144508695,32687356,4.664228886
Brazil,2002,1.61E+12,70.813,179537523,347765000,3.4581,3785000,0,1.692,39.48,53394.01625,147005324,32532199,4.686981601
Brazil,2003,1.63E+12,71.17,181809244,344645000,3.2894,4133000,0,1.595,40.939,53484.35384,149452653,32356591,4.707330081
Brazil,2004,1.72E+12,71.531,184006479,361434000,3.1098,4794000,0,1.314,40.915,52200.87642,151843987,32162492,4.721677294
Brazil,2005,1.77E+12,71.896,186127108,364371000,2.9228,5358000,0,1.077,41.76,51378.19255,154176529,31950579,4.725582085
Brazil,2006,1.85E+12,72.26,188167353,368871000,2.7341,5017000,1,1.458,41.636,51572.13363,156447982,31719371,4.670199595
Brazil,2007,1.96E+12,72.618,190130445,390573000,2.5517,5026000,0,1.226,42.989,51519.30016,158660054,31470391,4.539722468
Brazil,2008,2.06E+12,72.966,192030362,412638000,2.3823,5050000,0,1.32,42.015,52425.64515,160823508,31206854,4.378480251
Brazil,2009,2.05E+12,73.3,193886505,389775000,2.2293,4802000,0,1.226,44.945,53622.05991,162949974,30936531,4.233181689
Brazil,2010,2.21E+12,73.619,195713637,440269000,2.0952,5161000,0,1.241,42.868,53997.10032,165055096,30658541,4.150507035
Brazil,2011,2.30E+12,73.921,197514541,462580000,1.9803,5433000,0,1.272,42.45,54109.26732,167158531,30356010,4.117637206
